state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,6000.0,8000.0,7000.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,6000.0,7000.0,6500.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,4200.0,4600.0,4400.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Apple,American,Local,01/03/2026,16000.0,20000.0,18000.0
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Potato,Other,Local,01/03/2026,2000.0,2200.0,2100.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Tomato,Other,Local,01/03/2026,2000.0,2200.0,2100.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,3800.0,4000.0,3900.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5900.0,6000.0,5950.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,2500.0,3500.0,3000.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,6000.0,8000.0,7000.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,4000.0,4600.0,4300.0
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,3300.0,3800.0,3550.0
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,5500.0,5500.0,5500.0
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,6500.0,6500.0,6500.0
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Water Melon,Water Melon,Local,01/03/2026,1200.0,1200.0,1200.0
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ) APMC,Marigold(Calcutta),Marigold(Calcutta),Local,01/03/2026,15000.0,15000.0,15000.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5500.0,5500.0,5500.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),Mousambi,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,5000.0,7000.0,6000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Apple,American,Local,01/03/2026,18000.0,20000.0,19000.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Orange,Darjeeling,Local,01/03/2026,10000.0,15000.0,12500.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,2200.0,2200.0,2200.0
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4600.0,4600.0,4600.0
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3400.0,3400.0,3400.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,4000.0,4400.0,4200.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,8000.0,10000.0,9000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Lime,Lime,Local,01/03/2026,2600.0,2600.0,2600.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Potato,Other,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Grapes,Annabesahai,Local,01/03/2026,10000.0,12000.0,11000.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,6000.0,7000.0,6500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,2400.0,3000.0,2700.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,2400.0,3000.0,2700.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),Karbhuja,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,01/03/2026,18000.0,20000.0,19000.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Mashrooms,Mashrooms,Local,01/03/2026,20000.0,25000.0,22500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Orange,Darjeeling,Local,01/03/2026,8000.0,10000.0,9000.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Rose(Local),Rose (Local),Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,01/03/2026,800.0,1000.0,900.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3300.0,4000.0,3650.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,1200.0,1500.0,1350.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,1600.0,2000.0,1800.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,6000.0,8000.0,7000.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,4200.0,5000.0,4600.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,01/03/2026,6000.0,7200.0,6600.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Banana,Other,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,01/03/2026,3300.0,4000.0,3650.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,1600.0,2000.0,1800.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,1500.0,1800.0,1650.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,6000.0,7000.0,6500.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Lime,Lime,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),Mousambi,Local,01/03/2026,5600.0,5600.0,5600.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4600.0,4600.0,4600.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,10000.0,10000.0,10000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4600.0,4600.0,4600.0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,11000.0,11000.0,11000.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,01/03/2026,4000.0,4600.0,4300.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Tomato,Local,Local,01/03/2026,1500.0,1800.0,1650.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,2000.0,2600.0,2300.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,2600.0,3000.0,2800.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,3000.0,3600.0,3300.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,01/03/2026,2000.0,2600.0,2300.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,3000.0,3600.0,3300.0
